Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
110,120.0,3,1.0,0,1.0,7,2679999.0,7,3,1,0,1,0,1.0
90,100.0,3,4.0,0,2.0,6,2299999.0,7,5,0,0,0,0,1.0
90,100.0,3,0.5,0,7.5,7,1769999.0,7,3,0,0,0,0,1.0
80,90.0,3,0.5,1,4.0,6,2700000.0,7,3,0,0,1,0,1.0
120,130.0,3,15.0,0,25.0,7,6750000.0,7,15,0,0,0,0,1.0
70,80.0,3,1.0,1,2.0,6,4300000.0,7,2,0,0,0,0,1.0
138,145.0,4,12.0,0,25.0,7,4800000.0,7,12,0,1,1,0,1.0
80,85.0,3,2.0,0,0.0,6,3750000.0,7,5,0,1,1,0,2.0
55,60.0,2,0.5,1,2.0,6,1475000.0,7,3,0,1,0,0,1.0
95,105.0,3,3.0,0,7.5,6,2550000.0,7,3,1,0,0,0,1.0
115,120.0,3,8.0,1,13.0,6,8175000.0,7,10,0,1,0,0,2.0
240,260.0,5,9.0,0,7.5,6,10000000.0,7,11,0,1,1,0,2.0
80,100.0,3,2.0,0,0.0,7,5500000.0,7,4,0,1,0,0,1.0
85,95.0,3,0.5,0,7.5,6,1770000.0,7,3,0,1,0,0,1.0
95,105.0,3,0.5,0,4.0,6,1770000.0,7,4,0,1,0,0,1.0
45,55.0,2,5.0,0,0.0,7,1025000.0,8,5,0,0,1,0,1.0
50,55.0,2,5.0,0,0.0,7,865000.0,8,5,0,0,1,0,1.0
110,125.0,3,5.0,0,0.0,7,1975000.0,9,10,0,0,1,0,1.0
125,140.0,4,4.0,1,7.5,7,3000000.0,9,5,0,1,0,0,1.0
160,190.0,4,30.0,0,13.0,6,6650000.0,10,5,0,1,1,0,1.0
140,180.0,4,1.0,0,4.0,6,6450000.0,10,2,0,1,0,0,2.0
140,180.0,4,1.0,0,18.0,6,4375000.0,10,2,0,1,0,0,2.0
115,140.0,4,5.0,1,13.0,7,3650000.0,10,5,0,1,0,0,2.0
50,65.0,2,2.0,0,0.0,6,2575000.0,10,3,0,1,1,0,1.0
80,85.0,3,2.0,0,7.5,7,1700000.0,10,4,0,1,0,0,1.0
140,155.0,5,30.0,0,0.0,6,3250000.0,10,3,0,1,1,0,2.0
45,55.0,2,1.0,0,4.0,6,1825000.0,10,5,0,1,0,0,1.0
110,150.0,4,1.0,0,0.0,12,6500000.0,10,3,0,1,0,0,1.0
155,185.0,4,3.0,0,0.0,6,6000000.0,10,3,0,1,1,0,2.0
55,60.0,2,2.0,0,0.0,6,5100000.0,10,2,0,1,1,0,1.0
75,80.0,3,0.0,0,0.0,6,7000000.0,10,3,0,1,1,0,1.0
70,90.0,3,1.0,1,7.5,6,3850000.0,10,3,0,1,1,0,2.0
135,145.0,4,3.0,0,18.0,5,2500000.0,11,4,0,1,1,0,1.0
90,100.0,3,3.0,0,18.0,6,1548000.0,11,3,0,1,1,0,1.0
60,65.0,2,1.0,0,18.0,6,1449000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,7.5,7,1950000.0,11,3,0,1,1,0,1.0
170,200.0,7,4.0,0,18.0,6,2045000.0,11,4,0,1,1,0,2.0
95,100.0,3,0.0,0,18.0,5,1899000.0,11,4,0,1,1,0,1.0
65,75.0,2,1.0,0,3.0,9,1572000.0,11,4,0,1,1,0,1.0
140,150.0,4,3.0,0,18.0,5,1845000.0,11,3,0,1,1,0,1.0
140,150.0,4,1.0,0,4.0,10,2344000.0,11,4,0,1,1,0,1.0
50,60.0,2,1.0,0,4.0,5,2090000.0,11,2,0,1,0,0,1.0
40,50.0,1,1.0,0,7.5,10,1650000.0,11,4,0,1,1,0,1.0
100,110.0,3,0.5,0,4.0,7,2450000.0,11,3,0,1,0,0,1.0
65,75.0,2,1.0,0,3.0,5,1567000.0,11,4,0,1,1,0,1.0
80,90.0,3,2.0,0,0.0,7,3049000.0,11,4,0,1,1,0,1.0
160,170.0,5,3.0,0,25.0,7,1600000.0,11,3,0,1,1,0,2.0
95,100.0,3,3.0,1,7.5,5,2475000.0,11,4,0,1,1,0,1.0
90,100.0,3,1.0,0,7.5,7,2095000.0,11,4,0,1,1,0,1.0
180,200.0,6,1.0,0,0.0,4,8000000.0,11,3,0,1,0,0,3.0
80,100.0,3,1.0,0,7.5,7,2095000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,4.0,7,3590000.0,11,4,0,1,0,0,2.0
100,110.0,3,2.0,0,0.0,12,2549000.0,11,3,0,1,1,0,1.0
90,100.0,3,1.0,0,1.0,7,2525000.0,11,4,0,1,1,0,1.0
80,95.0,3,1.0,0,25.0,6,1900000.0,11,3,0,1,0,0,1.0
165,170.0,4,2.0,1,18.0,6,3950000.0,11,3,0,1,0,0,2.0
110,130.0,4,0.5,0,18.0,6,2255000.0,11,4,0,1,1,0,1.0
55,65.0,2,3.0,0,0.0,5,1999000.0,11,4,0,1,1,0,1.0
100,110.0,3,0.5,0,3.0,7,2450000.0,11,4,0,1,0,0,1.0
60,65.0,2,0.5,0,3.0,5,1572000.0,11,4,0,1,1,0,1.0
140,180.0,4,4.0,0,18.0,6,1750000.0,11,4,0,1,1,0,1.0
96,145.0,4,-1.0,0,7.5,5,1425000.0,11,4,0,1,1,0,1.0
80,92.0,3,2.0,0,7.5,7,2095000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,0.0,7,3200000.0,11,4,0,1,1,0,1.0
180,185.0,5,3.0,0,0.0,7,4600000.0,11,3,0,1,1,0,2.0
110,120.0,4,1.0,0,0.0,5,1670000.0,11,4,0,1,1,0,1.0
85,90.0,3,1.0,0,25.0,6,1820000.0,11,2,0,1,1,0,1.0
60,70.0,2,3.0,0,0.0,7,2170000.0,11,4,0,1,1,0,1.0
80,90.0,3,1.0,0,1.0,7,2525000.0,11,4,0,1,1,0,1.0
80,90.0,3,1.0,0,1.0,7,2525000.0,11,4,0,1,0,0,1.0
65,70.0,2,0.5,0,0.0,7,2150000.0,11,4,0,1,1,0,1.0
60,65.0,2,3.0,0,3.0,5,1745000.0,11,3,0,1,1,0,1.0
110,135.0,4,2.0,0,0.0,7,3250000.0,11,4,0,1,1,0,2.0
60,65.0,2,1.0,0,0.0,5,1625000.0,11,3,0,1,1,0,1.0
60,65.0,2,1.0,0,4.0,7,1575000.0,11,4,0,1,1,0,1.0
130,140.0,4,4.0,0,18.0,7,2100000.0,11,4,0,1,0,0,1.0
100,110.0,3,2.0,0,0.0,7,2990000.0,11,4,0,1,1,0,2.0
60,70.0,2,1.0,0,3.0,7,2150000.0,11,4,0,1,1,0,1.0
60,65.0,2,1.0,0,4.0,7,1550000.0,11,4,0,1,1,0,1.0
90,100.0,3,2.0,0,18.0,6,1780000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,7.5,5,1746000.0,11,4,0,1,1,0,1.0
90,100.0,3,1.0,0,18.0,6,1750000.0,11,3,0,1,1,0,1.0
100,110.0,3,3.0,1,18.0,5,1543000.0,11,3,0,1,1,0,1.0
120,130.0,4,2.0,0,18.0,6,2000000.0,11,4,0,1,0,0,1.0
95,100.0,3,2.0,0,0.0,3,2650000.0,11,2,0,1,0,0,1.0
100,115.0,3,3.0,0,18.0,5,3500000.0,11,3,0,1,1,0,1.0
110,125.0,3,2.0,0,4.0,7,2975000.0,11,2,0,1,1,0,1.0
130,135.0,3,3.0,0,18.0,7,1843000.0,11,4,0,1,1,0,2.0
65,75.0,2,0.0,0,4.0,7,2150000.0,11,4,0,1,1,0,1.0
80,90.0,3,0.0,0,0.0,7,2990000.0,11,3,0,1,1,0,1.0
75,150.0,3,0.0,0,25.0,6,2250000.0,11,3,0,1,0,0,1.0
180,200.0,6,3.0,0,18.0,7,3225000.0,11,3,0,1,1,0,2.0
160,180.0,4,1.0,0,18.0,5,4700000.0,11,3,0,1,0,0,2.0
140,180.0,4,3.0,0,18.0,6,1850000.0,11,3,0,1,1,0,1.0
123,141.0,4,4.0,0,2.0,7,5500000.0,11,4,0,0,0,0,2.0
124,141.0,4,4.0,1,2.0,7,5700000.0,11,4,0,0,0,0,2.0
95,108.0,3,3.0,0,0.0,7,2950000.0,11,3,0,0,0,0,2.0
120,140.0,4,0.0,0,18.0,7,1425000.0,11,3,0,1,1,0,1.0
140,160.0,4,1.0,1,18.0,7,2400000.0,11,4,0,1,0,0,1.0
85,90.0,3,3.0,0,25.0,5,2000000.0,11,3,0,1,0,0,1.0
140,155.0,4,3.0,0,0.0,12,5500000.0,11,5,0,1,0,0,2.0
125,130.0,3,0.5,0,7.5,7,1750000.0,11,5,0,1,1,0,2.0
80,85.0,3,2.0,0,25.0,5,1750000.0,11,2,0,1,1,0,1.0
80,100.0,3,2.0,0,0.0,5,4200000.0,11,2,0,1,0,0,1.0
54,63.0,3,1.0,0,25.0,3,2150000.0,11,3,0,1,0,0,1.0
90,100.0,3,4.0,0,25.0,7,1500000.0,11,4,0,1,0,0,1.0
65,70.0,2,2.0,0,0.0,7,2600000.0,11,4,0,1,1,0,1.0
140,155.0,4,6.0,0,13.0,7,3600000.0,11,6,0,1,0,0,2.0
65,75.0,2,0.5,0,2.0,9,2150000.0,11,4,0,1,1,0,1.0
80,90.0,3,0.5,0,25.0,3,2300000.0,11,3,0,1,1,0,1.0
150,152.0,4,3.0,0,7.5,7,4250000.0,11,3,0,0,0,0,2.0
130,140.0,4,1.0,0,7.5,10,1975000.0,11,9,0,1,0,0,2.0
115,125.0,3,2.0,0,7.5,7,2575000.0,11,4,0,1,1,0,1.0
130,140.0,4,4.0,0,18.0,7,2100000.0,11,4,0,1,1,0,1.0
55,65.0,2,0.5,0,4.0,7,2250000.0,11,4,0,1,1,0,1.0
55,65.0,2,2.0,0,0.0,7,2100000.0,11,4,0,1,1,0,1.0
98,105.0,3,2.0,0,0.0,5,1844000.0,11,4,0,1,1,0,1.0
140,150.0,4,3.0,0,18.0,5,2500000.0,11,4,0,1,0,0,1.0
55,65.0,2,2.0,0,0.0,12,3650000.0,11,4,0,1,1,0,1.0
47,57.0,2,0.0,0,0.0,0,4000000.0,11,2,0,1,0,0,1.0
125,130.0,3,2.0,0,0.0,12,3600000.0,11,3,0,1,0,0,2.0
60,65.0,2,1.0,0,0.0,3,2500000.0,11,2,0,1,0,0,1.0
110,120.0,3,0.5,0,1.0,7,3650000.0,11,4,0,1,1,0,2.0
155,160.0,4,1.0,0,0.0,7,6250000.0,11,3,0,1,0,0,2.0
115,125.0,3,2.0,0,18.0,7,2350000.0,11,4,0,1,1,0,1.0
65,70.0,2,1.0,0,0.0,5,1872000.0,11,4,0,1,1,0,1.0
65,75.0,2,5.0,1,25.0,11,1100000.0,11,5,0,1,1,0,1.0
70,80.0,3,1.0,1,4.0,7,2200000.0,11,4,0,1,0,0,1.0
110,120.0,3,2.0,0,18.0,6,1820000.0,11,3,0,1,1,0,1.0
100,110.0,3,2.0,0,3.0,7,2547000.0,11,3,0,1,1,0,1.0
55,65.0,2,0.5,0,7.5,5,2100000.0,11,3,0,1,0,0,1.0
90,100.0,3,0.5,0,0.0,5,2500000.0,11,3,0,1,0,0,2.0
90,100.0,3,2.0,0,18.0,5,1709000.0,11,2,0,1,1,0,1.0
90,100.0,3,1.0,1,4.0,7,2700000.0,11,3,0,1,0,0,1.0
120,130.0,4,4.0,0,0.0,7,3100000.0,11,5,0,1,1,0,2.0
60,65.0,2,1.0,0,0.0,9,2250000.0,11,4,0,1,0,0,1.0
50,70.0,2,1.0,0,0.0,7,1600000.0,11,4,0,1,1,0,1.0
85,90.0,3,2.0,0,4.0,7,1880000.0,11,4,0,1,1,0,1.0
90,100.0,3,2.0,0,18.0,5,1707000.0,11,2,0,1,1,0,1.0
85,90.0,3,0.0,0,0.0,12,1900000.0,11,3,0,0,1,0,2.0
121,135.0,3,3.0,0,0.0,12,3300000.0,11,3,0,0,0,0,2.0
84,100.0,3,2.0,0,0.0,12,3000000.0,11,3,0,0,0,0,1.0
145,160.0,4,3.0,0,7.5,7,3600000.0,11,5,0,0,0,0,1.0
200,250.0,6,3.0,0,18.0,6,2047000.0,11,3,0,1,1,0,2.0
100,110.0,3,2.0,0,1.0,5,2547000.0,11,3,0,1,1,0,1.0
60,65.0,2,2.0,0,7.5,5,1695000.0,11,4,0,1,1,0,1.0
95,105.0,3,2.0,0,25.0,6,2100000.0,11,3,0,0,1,0,1.0
140,190.0,4,3.0,0,0.0,7,3650000.0,11,3,0,1,1,0,2.0
85,95.0,3,1.0,0,0.0,7,2885000.0,11,4,0,1,0,0,1.0
130,140.0,4,3.0,0,4.0,7,2845000.0,11,4,0,1,1,0,2.0
65,73.0,3,2.0,0,0.0,7,2750000.0,11,3,0,1,0,0,1.0
200,250.0,6,4.0,0,7.5,7,2525000.0,11,4,0,1,0,0,2.0
90,95.0,3,2.0,0,0.0,12,2350000.0,11,4,0,1,0,0,1.0
90,100.0,3,4.0,0,7.5,7,2600000.0,11,4,0,1,0,0,1.0
160,180.0,6,3.0,0,0.0,7,5490000.0,11,3,0,1,1,0,3.0
90,100.0,3,3.0,0,25.0,5,2050000.0,11,3,0,1,1,0,1.0
116,126.0,4,0.0,0,13.0,7,2790000.0,11,4,0,0,0,0,1.0
100,110.0,3,1.0,0,18.0,7,2350000.0,11,4,0,1,1,0,1.0
60,65.0,2,4.0,0,4.0,7,2425000.0,11,4,0,1,1,0,1.0
55,65.0,2,1.0,0,4.0,5,1724000.0,11,3,0,1,1,0,1.0
150,210.0,5,1.0,0,0.0,7,4500000.0,11,2,0,1,1,0,3.0
90,91.0,3,0.5,0,1.0,7,2525000.0,11,3,0,1,0,0,1.0
80,90.0,3,2.0,0,0.0,5,2550000.0,11,4,0,0,0,0,1.0
55,68.0,2,3.0,0,3.0,5,1744000.0,11,3,0,1,1,0,1.0
135,145.0,4,3.0,0,18.0,7,2325000.0,11,4,0,1,0,0,1.0
110,120.0,3,2.0,0,18.0,5,1775000.0,11,3,0,1,1,0,1.0
60,65.0,2,1.0,0,0.0,5,1850000.0,11,4,0,1,0,0,1.0
90,100.0,3,3.0,0,18.0,7,1900000.0,11,4,0,1,1,0,1.0
90,100.0,3,3.0,0,13.0,6,4050000.0,11,3,0,1,0,0,1.0
100,110.0,3,0.5,0,0.0,7,2750000.0,11,4,0,1,0,0,1.0
60,65.0,2,2.0,0,0.0,3,2049000.0,11,3,0,1,0,0,1.0
180,240.0,5,3.0,0,7.5,7,3390000.0,11,3,0,1,1,0,2.0
85,90.0,3,2.0,0,25.0,7,1475000.0,11,4,0,1,0,0,1.0
150,152.0,4,3.0,0,7.5,7,4200000.0,11,3,0,0,0,0,2.0
150,167.0,4,4.0,0,0.0,7,4200000.0,11,4,0,1,1,0,2.0
70,80.0,3,3.0,0,0.0,7,2350000.0,11,4,0,1,0,0,1.0
85,95.0,4,0.5,0,0.0,12,2500000.0,11,3,0,0,0,0,2.0
200,250.0,6,4.0,0,0.0,7,6000000.0,11,5,0,0,0,0,2.0
100,110.0,3,2.0,0,0.0,7,3200000.0,11,4,0,1,0,0,1.0
135,145.0,4,2.0,0,4.0,7,2650000.0,11,5,0,1,0,0,1.0
180,200.0,5,1.0,0,0.0,5,8750000.0,11,3,0,1,0,0,2.0
135,145.0,4,5.0,0,1.0,7,2750000.0,11,5,0,1,0,0,3.0
85,95.0,3,1.0,0,1.0,10,2499000.0,11,3,0,1,1,0,1.0
85,95.0,3,4.0,0,25.0,7,1857000.0,11,4,0,1,1,0,1.0
110,130.0,3,3.0,0,18.0,6,2800000.0,11,3,0,1,1,0,1.0
100,110.0,3,3.0,1,2.0,7,2400000.0,11,3,0,1,1,0,1.0
110,120.0,4,2.0,0,18.0,3,2050000.0,11,3,0,1,0,0,1.0
110,120.0,3,1.0,0,1.0,7,2700000.0,11,4,0,1,1,0,1.0
25,44.0,1,0.5,0,0.0,9,1532000.0,11,3,0,1,1,0,1.0
110,120.0,3,3.0,0,18.0,7,2650000.0,11,3,0,1,1,0,1.0
125,135.0,3,3.0,0,18.0,6,1755000.0,11,4,0,1,1,0,1.0
135,150.0,4,3.0,0,3.0,7,4250000.0,11,3,0,1,1,0,2.0
70,80.0,2,2.0,0,0.0,7,2100000.0,11,4,0,1,1,0,1.0
110,120.0,3,4.0,0,4.0,7,2550000.0,11,8,0,1,1,0,2.0
70,80.0,3,1.0,0,25.0,6,2750000.0,11,3,0,0,0,0,1.0
116,119.0,3,1.0,0,0.0,7,2250000.0,11,3,0,1,0,0,1.0
125,135.0,4,4.0,0,1.0,7,3149000.0,11,5,0,1,1,0,2.0
240,270.0,5,3.0,1,25.0,5,10000000.0,11,3,0,1,0,0,2.0
95,110.0,3,2.0,0,7.5,7,1950000.0,11,3,0,1,1,0,1.0
130,140.0,4,5.0,0,0.0,7,3300000.0,11,5,0,1,1,0,3.0
140,150.0,4,3.0,0,18.0,5,2500000.0,11,4,0,1,1,0,1.0
60,65.0,2,1.0,0,0.0,5,1625000.0,11,4,0,1,1,0,1.0
80,90.0,3,2.0,0,0.0,7,2750000.0,11,5,0,1,0,0,1.0
110,120.0,4,4.0,0,18.0,7,2800000.0,11,4,0,1,0,0,1.0
200,220.0,6,3.0,0,13.0,0,3650000.0,11,3,1,1,0,0,2.0
120,152.0,5,2.0,0,1.0,7,3250000.0,11,2,0,0,0,0,1.0
75,85.0,3,2.0,0,0.0,7,2250000.0,11,3,0,0,0,0,1.0
65,79.0,3,2.0,0,1.0,12,2050000.0,11,3,0,0,0,0,1.0
80,99.0,3,3.0,0,1.0,12,2675000.0,11,3,0,0,0,0,2.0
80,99.0,3,2.0,0,1.0,12,2675000.0,11,3,0,0,0,0,2.0
80,100.0,3,2.0,0,0.0,7,2250000.0,11,4,0,1,1,0,1.0
110,125.0,4,1.0,0,13.0,7,1900000.0,11,3,0,0,0,0,1.0
75,90.0,3,0.5,0,0.0,5,3750000.0,11,2,0,1,0,0,2.0
60,70.0,2,1.0,0,0.0,7,1695000.0,11,4,0,1,1,0,1.0
85,90.0,3,2.0,0,0.0,5,2850000.0,11,4,0,1,1,0,1.0
220,230.0,5,4.0,0,0.0,5,4250000.0,11,4,0,1,1,0,1.0
85,90.0,3,0.5,0,0.0,5,3100000.0,11,3,0,1,1,0,1.0
115,128.0,4,1.0,0,7.5,7,3150000.0,11,3,0,0,0,0,2.0
100,105.0,3,0.5,0,0.0,5,2400000.0,11,4,0,1,1,0,1.0
35,45.0,1,1.0,0,1.0,10,1535000.0,11,4,0,1,1,0,1.0
90,100.0,3,0.5,0,0.0,12,2650000.0,11,3,0,1,1,0,1.0
100,120.0,3,4.0,0,18.0,5,2650000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,4.0,7,2950000.0,11,4,0,1,1,0,2.0
120,140.0,4,4.0,0,0.0,5,3200000.0,11,4,0,1,1,0,2.0
110,115.0,3,2.0,0,0.0,10,1844000.0,11,4,0,1,1,0,1.0
138,160.0,4,3.0,0,7.5,7,2750000.0,11,3,0,0,0,0,2.0
100,105.0,3,2.0,0,3.0,7,3150000.0,11,4,0,1,1,0,2.0
140,150.0,4,2.0,0,7.5,7,3500000.0,11,4,0,1,1,0,1.0
55,65.0,2,1.0,0,0.0,5,2049000.0,11,3,0,1,0,0,1.0
135,140.0,4,3.0,0,18.0,6,2200000.0,11,4,0,1,1,0,1.0
100,110.0,3,1.0,0,4.0,10,2449000.0,11,4,0,1,1,0,1.0
150,210.0,5,2.0,0,0.0,7,6800000.0,11,2,0,1,1,0,2.0
70,75.0,2,3.0,0,1.0,7,1549000.0,11,5,0,1,1,0,1.0
90,100.0,3,0.0,0,18.0,6,1899000.0,11,4,0,1,1,0,1.0
100,120.0,4,2.0,0,0.0,9,3700000.0,11,7,0,1,0,0,2.0
70,80.0,3,1.0,0,18.0,7,1900000.0,11,4,0,1,0,0,1.0
75,80.0,3,2.0,0,0.0,7,2000000.0,11,3,0,1,0,0,1.0
180,220.0,4,2.0,0,0.0,7,9500000.0,11,2,0,1,1,0,2.0
100,110.0,3,1.0,0,13.0,1,2370000.0,11,4,0,1,1,0,1.0
110,140.0,4,3.0,0,18.0,6,2450000.0,11,3,0,1,0,0,2.0
100,110.0,3,2.0,0,0.0,7,2600000.0,11,4,0,1,1,0,1.0
100,110.0,3,1.0,0,4.0,7,8750000.0,11,4,0,1,1,0,1.0
60,65.0,2,0.5,0,2.0,7,1950000.0,11,4,0,1,1,0,1.0
90,100.0,3,3.0,0,25.0,6,1550000.0,11,3,0,1,1,0,1.0
105,115.0,3,4.0,0,3.0,7,2800000.0,11,5,0,1,0,0,2.0
90,100.0,3,2.0,0,4.0,7,1880000.0,11,4,0,1,1,0,1.0
100,110.0,3,0.5,0,18.0,5,2300000.0,11,4,0,1,1,0,1.0
180,220.0,6,4.0,0,18.0,5,3999000.0,11,4,0,1,1,0,2.0
145,156.0,4,2.0,0,13.0,10,4700000.0,11,2,1,1,0,0,2.0
100,110.0,3,0.5,0,3.0,5,2450000.0,11,4,0,1,1,0,2.0
130,150.0,4,0.5,0,18.0,5,2250000.0,11,4,0,1,1,0,2.0
100,110.0,3,2.0,0,0.0,5,2450000.0,11,4,0,1,1,0,2.0
120,130.0,4,2.0,0,18.0,7,2450000.0,11,4,0,1,1,0,1.0
100,110.0,3,4.0,0,7.5,5,2750000.0,11,4,0,1,1,0,1.0
100,110.0,3,3.0,0,18.0,5,1542000.0,11,3,0,1,1,0,1.0
60,65.0,2,3.0,0,3.0,5,1744000.0,11,3,0,1,1,0,1.0
65,75.0,2,0.5,0,1.0,7,2349000.0,11,4,0,1,1,0,1.0
100,110.0,3,0.5,0,0.0,6,6500000.0,11,2,0,1,0,0,1.0
95,105.0,3,0.5,0,0.0,7,3100000.0,11,3,0,1,0,0,1.0
100,110.0,3,2.0,0,0.0,5,3150000.0,11,4,0,1,1,0,2.0
120,130.0,4,1.0,0,18.0,5,2450000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,0.0,5,2550000.0,11,4,0,1,1,0,2.0
120,140.0,4,4.0,0,0.0,7,3250000.0,11,4,0,1,0,0,1.0
100,110.0,3,3.0,0,7.5,5,2750000.0,11,3,0,1,0,0,1.0
90,100.0,3,0.5,0,0.0,5,3100000.0,11,3,0,1,0,0,1.0
80,95.0,3,0.5,0,0.0,12,2650000.0,11,3,0,1,1,0,1.0
130,150.0,4,3.0,0,0.0,12,3600000.0,11,3,0,1,1,0,1.0
65,70.0,2,0.5,0,2.0,7,2150000.0,11,3,0,1,0,0,1.0
100,110.0,3,3.0,0,7.5,7,3000000.0,11,4,0,1,1,0,1.0
100,110.0,3,4.0,0,3.0,5,3400000.0,11,4,0,1,1,0,2.0
100,110.0,3,0.5,0,4.0,10,2925000.0,11,3,0,1,0,0,2.0
130,150.0,3,4.0,0,0.0,5,4000000.0,11,4,0,1,1,0,1.0
100,110.0,3,2.0,0,0.0,5,3700000.0,11,4,0,1,1,0,1.0
80,90.0,2,3.0,0,0.0,5,2750000.0,11,4,0,1,1,0,1.0
110,120.0,4,2.0,0,0.0,7,3600000.0,11,3,0,1,0,0,2.0
90,100.0,3,0.5,0,0.0,7,2600000.0,11,4,0,1,1,0,1.0
200,220.0,4,4.0,0,0.0,5,3249000.0,11,4,0,1,1,0,1.0
130,150.0,4,3.0,0,7.5,7,3000000.0,11,4,0,1,0,0,2.0
85,100.0,3,1.0,0,25.0,6,2500000.0,11,4,0,1,0,0,1.0
125,130.0,3,2.0,0,7.5,10,2800000.0,11,8,0,1,0,0,1.0
100,110.0,3,1.0,0,7.5,7,2299000.0,11,4,0,1,1,0,1.0
85,100.0,3,3.0,0,18.0,6,1845000.0,11,3,0,1,1,0,1.0
80,100.0,3,0.0,0,0.0,12,2500000.0,11,3,0,0,0,0,1.0
130,145.0,4,-1.0,0,7.5,10,1424000.0,11,4,0,1,1,0,1.0
120,130.0,4,1.0,0,18.0,6,2199000.0,11,4,0,1,1,0,2.0
90,100.0,3,3.0,0,18.0,7,1920000.0,11,4,0,1,1,0,1.0
60,70.0,2,2.0,0,0.0,5,2500000.0,11,4,0,1,1,0,1.0
140,160.0,4,3.0,0,0.0,7,3550000.0,11,3,0,1,1,0,2.0
90,95.0,3,1.0,0,7.5,5,2875000.0,11,4,0,1,1,0,1.0
90,100.0,3,0.5,0,0.0,12,4500000.0,11,2,0,1,1,0,1.0
110,120.0,3,1.0,0,0.0,7,3050000.0,11,4,0,1,1,0,1.0
95,110.0,3,0.5,0,1.0,7,3100000.0,11,4,0,1,1,0,1.0
100,110.0,3,3.0,0,18.0,6,2100000.0,11,4,0,1,1,0,1.0
130,180.0,4,2.0,0,0.0,7,5300000.0,11,2,0,1,1,0,2.0
100,110.0,3,1.0,0,13.0,7,2460000.0,11,4,0,1,1,0,1.0
60,65.0,2,1.0,0,3.0,0,2200000.0,11,2,0,1,1,0,1.0
90,95.0,3,2.0,0,0.0,6,2990000.0,11,2,0,1,0,0,1.0
130,140.0,4,2.0,0,18.0,6,1890000.0,11,3,0,1,1,0,1.0
60,65.0,2,2.0,0,7.5,5,1724000.0,11,3,0,1,1,0,1.0
75,85.0,3,1.0,0,0.0,7,3950000.0,11,3,0,1,0,0,1.0
55,65.0,2,1.0,0,0.0,5,2049000.0,11,3,0,1,1,0,1.0
80,90.0,3,1.0,0,0.0,5,3800000.0,11,3,0,1,0,0,1.0
130,140.0,4,2.0,0,13.0,10,2150000.0,11,5,0,1,0,0,1.0
160,190.0,5,4.0,0,0.0,7,4400000.0,11,4,0,1,0,0,2.0
100,110.0,3,0.5,0,0.0,7,2600000.0,11,3,0,1,0,0,1.0
100,110.0,3,0.5,0,0.0,12,3700000.0,11,3,0,1,0,0,1.0
60,70.0,2,2.0,0,0.0,12,2500000.0,11,4,0,1,0,0,1.0
220,260.0,6,4.0,0,2.0,7,4650000.0,11,4,0,1,1,0,3.0
90,100.0,3,1.0,0,0.0,5,2700000.0,11,3,0,1,1,0,1.0
100,110.0,3,2.0,0,0.0,7,3250000.0,11,4,0,1,1,0,1.0
110,120.0,3,2.0,0,0.0,7,3250000.0,11,4,0,1,1,0,1.0
65,70.0,2,1.0,0,0.0,7,2250000.0,11,4,0,1,1,0,1.0
110,125.0,3,1.0,0,0.0,7,2750000.0,11,4,0,1,0,0,1.0
55,65.0,2,1.0,0,0.0,5,2299000.0,11,2,0,1,1,0,1.0
120,130.0,3,4.0,0,7.5,7,2500000.0,11,4,0,1,1,0,2.0
100,110.0,3,1.0,0,1.0,7,2700000.0,11,4,0,1,1,0,1.0
125,135.0,4,1.0,0,18.0,7,2268000.0,11,4,0,1,1,0,1.0
85,95.0,3,2.0,0,7.5,7,2390000.0,11,3,0,1,1,0,1.0
135,150.0,4,2.0,0,13.0,5,2340000.0,11,3,0,1,1,0,2.0
60,65.0,2,2.0,0,0.0,7,2250000.0,11,4,0,1,0,0,1.0
100,130.0,4,2.0,0,7.5,6,4500000.0,11,3,0,1,0,0,2.0
95,105.0,3,3.0,0,0.0,6,2450000.0,11,3,0,1,0,0,1.0
65,70.0,2,1.0,0,13.0,7,1650000.0,11,4,0,1,1,0,1.0
120,130.0,4,3.0,0,13.0,7,3050000.0,11,3,0,1,0,0,1.0
90,100.0,3,1.0,0,18.0,6,2650000.0,11,3,0,1,0,0,1.0
160,200.0,6,4.0,0,0.0,7,4250000.0,11,4,0,1,0,0,1.0
125,140.0,4,0.5,0,18.0,5,3125000.0,11,3,0,1,0,0,2.0
95,100.0,3,3.0,0,7.5,5,2145000.0,11,3,0,1,1,0,1.0
85,95.0,3,3.0,0,7.5,3,2145000.0,11,3,0,1,1,0,1.0
