Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Isıtma_Tipi,Fiyat,Şehir,Binanın_Kat_Sayısı,Kullanım_Durumu,Yatırıma_Uygunluk,Takas,Tapu_Durumu,Banyo_Sayısı
105,120.0,3,1.0,0,3.0,9,1870000.0,25,8,1,1,0,0,1.0
65,85.0,3,5.0,0,0.0,9,1160000.0,25,5,0,1,0,0,1.0
150,165.0,4,9.0,0,7.5,9,2220000.0,25,11,0,1,0,0,1.0
150,170.0,5,2.0,0,0.0,9,2970000.0,25,13,0,1,0,0,2.0
105,115.0,4,2.0,0,0.0,7,1980000.0,25,13,0,1,0,0,1.0
155,185.0,5,6.0,0,0.0,9,3110000.0,25,12,0,0,0,0,2.0
110,125.0,4,1.0,0,1.0,9,2135000.0,25,12,0,1,0,0,2.0
100,115.0,3,0.5,0,7.5,7,1460000.0,25,4,0,0,0,0,1.0
150,160.0,4,5.0,0,18.0,7,1350000.0,25,7,0,0,0,0,1.0
145,150.0,4,2.0,0,13.0,7,2175000.0,25,9,0,1,0,0,1.0
140,145.0,4,4.0,0,18.0,7,850000.0,25,6,0,0,0,0,1.0
125,140.0,4,6.0,0,4.0,9,1865000.0,25,9,1,0,0,0,1.0
180,185.0,5,5.0,0,7.5,9,2550000.0,25,10,0,0,0,0,2.0
235,245.0,6,9.0,0,4.0,7,4500000.0,25,12,0,1,1,0,2.0
145,155.0,4,1.0,0,0.0,9,2525000.0,25,12,0,0,0,0,2.0
113,130.0,4,6.0,0,0.0,9,2230000.0,25,10,0,1,0,0,2.0
150,180.0,4,4.0,0,13.0,7,1980000.0,25,9,0,1,0,0,2.0
135,150.0,4,6.0,0,25.0,11,1050000.0,25,7,0,0,0,0,1.0
105,115.0,4,4.0,0,18.0,7,1500000.0,25,5,0,0,0,0,1.0
80,95.0,3,4.0,0,0.0,9,2100000.0,25,13,0,1,0,0,1.0
85,97.0,3,6.0,0,0.0,9,1950000.0,25,7,0,0,0,0,1.0
92,102.0,3,5.0,0,2.0,9,1965000.0,25,7,0,0,0,0,1.0
100,120.0,4,0.5,0,0.0,9,1515000.0,25,5,0,0,0,0,2.0
95,115.0,3,3.0,0,0.0,9,1700000.0,25,12,0,0,0,0,1.0
88,90.0,3,3.0,0,0.0,9,1830000.0,25,8,0,0,0,0,1.0
90,98.0,3,1.0,0,0.0,9,1980000.0,25,3,0,1,0,0,1.0
85,95.0,3,4.0,0,4.0,7,1690000.0,25,7,0,0,0,0,1.0
145,155.0,4,12.0,0,0.0,8,2550000.0,25,12,0,0,0,0,2.0
85,105.0,3,10.0,0,0.0,9,1685000.0,25,13,0,1,0,0,2.0
220,235.0,5,2.0,0,1.0,12,4650000.0,25,13,0,0,0,0,2.0
200,210.0,5,8.0,0,1.0,8,4000000.0,25,11,0,0,1,0,2.0
160,185.0,4,4.0,0,7.5,7,2550000.0,25,7,0,0,0,0,2.0
130,140.0,4,6.0,0,0.0,7,2680000.0,25,7,0,0,0,0,1.0
85,90.0,3,2.0,1,2.0,9,2270000.0,25,5,0,0,0,0,1.0
170,185.0,4,7.0,0,13.0,7,2300000.0,25,8,0,0,0,0,2.0
190,240.0,5,13.0,0,7.5,7,2680000.0,25,13,0,0,0,0,2.0
190,210.0,5,10.0,0,0.0,8,4400000.0,25,13,0,0,0,0,2.0
170,195.0,4,11.0,0,13.0,7,2250000.0,25,11,0,0,0,0,2.0
190,210.0,5,3.0,0,0.0,8,4250000.0,25,13,0,0,1,0,2.0
280,310.0,5,14.0,0,7.5,7,5690000.0,25,15,0,0,0,0,2.0
85,90.0,3,8.0,0,0.0,9,2100000.0,25,13,0,1,0,0,1.0
150,170.0,4,5.0,0,25.0,7,1350000.0,25,8,0,0,0,0,1.0
160,180.0,4,3.0,0,18.0,7,1890000.0,25,7,1,0,1,0,1.0
140,155.0,4,8.0,0,25.0,1,1150000.0,25,8,0,1,0,0,1.0
140,155.0,4,5.0,0,7.5,1,1750000.0,25,5,1,1,0,0,2.0
80,95.0,3,0.5,0,3.0,1,1390000.0,25,8,0,1,0,0,1.0
135,150.0,4,4.0,0,25.0,7,1525000.0,25,8,0,1,0,0,1.0
165,186.0,4,2.0,0,0.0,12,3650000.0,25,13,0,0,0,0,2.0
85,110.0,3,1.0,0,7.5,9,1400000.0,25,7,0,1,1,0,1.0
135,150.0,4,7.0,0,0.0,9,2180000.0,25,10,0,1,0,0,2.0
100,120.0,4,5.0,0,25.0,7,1400000.0,25,5,0,0,0,0,1.0
130,1150.0,4,5.0,0,13.0,7,1850000.0,25,7,0,1,0,0,1.0
130,150.0,4,3.0,0,13.0,7,1325000.0,25,5,0,1,0,0,1.0
140,150.0,4,5.0,0,13.0,1,1530000.0,25,8,0,1,1,0,1.0
170,180.0,4,4.0,0,13.0,7,1870000.0,25,12,0,1,0,0,2.0
105,110.0,4,2.0,0,25.0,11,750000.0,25,5,1,0,0,0,1.0
200,225.0,5,9.0,0,0.0,9,4875000.0,25,14,0,1,0,0,3.0
120,130.0,4,5.0,0,0.0,9,2390000.0,25,10,0,0,0,0,2.0
130,145.0,4,12.0,0,0.0,9,1875000.0,25,13,0,0,0,0,2.0
130,135.0,4,7.0,0,18.0,7,1025000.0,25,7,1,1,0,0,1.0
85,100.0,3,4.0,0,0.0,9,1710000.0,25,8,0,1,0,0,1.0
85,92.0,3,6.0,0,0.0,9,1660000.0,25,14,0,0,0,0,1.0
154,165.0,4,6.0,0,0.0,7,3500000.0,25,13,0,0,0,0,2.0
100,115.0,4,3.0,0,3.0,8,1800000.0,25,5,1,1,0,0,1.0
150,160.0,4,1.0,0,25.0,7,1070000.0,25,7,1,0,0,0,1.0
200,240.0,6,3.0,0,1.0,12,3750000.0,25,13,0,1,0,0,2.0
165,180.0,5,0.5,0,7.5,8,2320000.0,25,11,0,0,1,0,2.0
92,98.0,3,1.0,0,2.0,9,1835000.0,25,7,0,0,0,0,1.0
147,165.0,4,8.0,0,4.0,9,2350000.0,25,8,0,0,0,0,2.0
130,140.0,4,2.0,0,25.0,9,1580000.0,25,6,1,0,0,0,1.0
245,275.0,4,2.0,1,7.5,9,2350000.0,25,10,0,1,0,0,2.0
170,190.0,5,10.0,0,0.0,9,2800000.0,25,12,0,1,0,0,2.0
152,165.0,5,5.0,0,0.0,12,3550000.0,25,14,0,1,0,0,2.0
160,185.0,4,8.0,0,7.5,7,2000000.0,25,8,0,1,0,0,1.0
145,163.0,5,9.0,0,0.0,12,2730000.0,25,11,0,1,0,0,2.0
200,220.0,5,9.0,0,0.0,9,3580000.0,25,9,0,1,0,0,2.0
130,140.0,4,5.0,0,25.0,7,1000000.0,25,6,0,1,1,0,1.0
130,140.0,4,3.0,0,1.0,7,2450000.0,26,4,0,1,0,0,1.0
110,120.0,3,0.0,0,7.5,7,1550000.0,26,4,0,1,0,0,1.0
160,180.0,5,3.0,0,13.0,7,2550000.0,26,3,1,0,0,0,2.0
75,90.0,3,0.5,0,1.0,7,1165000.0,26,3,0,1,1,0,1.0
116,127.0,4,3.0,0,7.5,7,2500000.0,26,3,0,1,0,0,1.0
240,260.0,6,3.0,0,7.5,7,3500000.0,26,3,0,1,1,0,2.0
100,120.0,4,2.0,0,25.0,11,839000.0,26,3,0,1,0,0,1.0
130,150.0,4,4.0,0,1.0,7,2650000.0,26,4,0,1,1,0,2.0
78,86.0,3,3.0,0,7.5,7,1395000.0,26,4,0,1,0,0,1.0
55,65.0,3,6.0,1,0.0,12,990000.0,26,8,1,1,1,0,2.0
80,90.0,3,3.0,0,25.0,7,1100000.0,26,4,0,1,1,0,1.0
110,120.0,4,5.0,0,25.0,7,699999.0,26,5,0,0,0,0,1.0
80,90.0,3,3.0,0,7.5,7,1265000.0,26,3,0,1,1,0,1.0
75,90.0,3,3.0,1,4.0,7,1500000.0,26,3,1,1,1,0,1.0
85,100.0,3,4.0,0,25.0,7,795000.0,26,4,1,0,0,0,1.0
88,100.0,4,2.0,0,25.0,11,655000.0,26,4,1,0,0,0,2.0
125,135.0,4,3.0,0,25.0,7,870000.0,26,5,1,1,0,0,1.0
107,117.0,3,4.0,0,0.0,7,2250000.0,26,4,0,0,0,0,2.0
58,68.0,2,3.0,1,4.0,7,930000.0,26,3,1,1,1,1,1.0
80,100.0,3,0.0,0,0.0,7,1700000.0,26,4,0,0,0,0,1.0
57,62.0,3,0.5,0,0.0,7,1590000.0,26,4,0,0,0,0,1.0
80,90.0,3,0.5,0,1.0,7,1165000.0,26,3,0,1,1,0,1.0
100,120.0,3,1.0,0,7.5,9,1450000.0,26,3,0,1,0,0,1.0
130,135.0,4,2.0,0,4.0,7,2500000.0,26,4,0,1,1,0,2.0
200,220.0,6,3.0,0,13.0,7,2650000.0,26,3,0,1,1,0,2.0
115,135.0,4,3.0,0,1.0,7,2100000.0,26,3,0,1,1,0,2.0
116,128.0,4,4.0,0,25.0,7,950000.0,26,4,1,1,0,0,1.0
116,130.0,4,2.0,0,25.0,7,1300000.0,26,4,0,1,0,0,1.0
45,50.0,2,3.0,0,3.0,7,1100000.0,26,4,0,0,0,0,1.0
115,125.0,4,1.0,0,7.5,7,2050000.0,26,4,1,1,0,0,1.0
124,125.0,3,1.0,0,18.0,7,1550000.0,26,2,0,0,1,1,1.0
125,135.0,4,2.0,0,13.0,7,1800000.0,26,4,0,1,0,0,1.0
60,70.0,2,3.0,1,13.0,7,1100000.0,26,4,1,1,0,0,1.0
65,75.0,2,3.0,1,3.0,7,875000.0,26,3,1,1,0,0,1.0
96,100.0,4,2.0,0,7.5,7,1650000.0,26,4,0,1,0,0,1.0
135,145.0,4,2.0,0,3.0,7,2200000.0,26,3,0,1,0,0,2.0
130,135.0,4,7.0,1,2.0,7,2300000.0,26,7,1,1,1,0,1.0
135,145.0,4,2.0,0,25.0,7,900000.0,26,5,0,1,0,0,1.0
98,105.0,3,5.0,1,25.0,7,850000.0,26,5,0,1,0,0,1.0
135,145.0,4,2.0,0,25.0,7,900000.0,26,5,0,1,1,0,1.0
85,90.0,3,0.5,1,4.0,7,975000.0,26,3,1,1,0,0,1.0
48,86.0,2,0.5,0,0.0,12,1720000.0,26,3,0,1,1,0,1.0
105,115.0,4,2.0,0,0.0,12,2300000.0,26,3,0,1,1,0,2.0
113,167.0,4,0.0,0,0.0,12,3340000.0,26,3,0,1,1,0,2.0
90,135.0,3,0.0,0,0.0,12,2700000.0,26,3,0,1,1,0,1.0
83,105.0,3,0.5,0,0.0,12,2100000.0,26,4,0,1,1,0,1.0
125,135.0,4,2.0,0,18.0,7,1150000.0,26,4,0,1,0,0,1.0
125,135.0,4,2.0,0,25.0,7,1150000.0,26,4,1,1,0,0,1.0
116,127.0,4,1.0,0,0.0,7,2200000.0,26,3,0,1,1,0,2.0
84,96.0,3,0.0,0,0.0,7,2900000.0,26,3,0,1,1,0,2.0
50,60.0,2,2.0,0,0.0,7,1100000.0,26,4,0,1,0,0,1.0
100,115.0,4,3.0,0,0.0,7,2050000.0,26,4,0,1,0,0,1.0
350,400.0,6,1.0,1,7.5,0,8500000.0,26,2,0,1,0,0,4.0
96,126.0,3,3.0,0,0.0,7,1650000.0,26,4,0,1,0,0,1.0
280,320.0,6,1.0,0,13.0,0,5250000.0,26,3,0,1,0,0,3.0
130,181.0,4,2.0,0,0.0,7,4200000.0,26,4,0,1,1,0,2.0
100,141.0,3,0.5,0,0.0,7,3100000.0,26,4,0,1,1,0,1.0
160,170.0,5,4.0,0,25.0,7,2000000.0,26,4,0,1,0,0,1.0
95,135.0,4,0.5,1,25.0,7,3850000.0,27,3,0,1,0,0,1.0
40,50.0,2,1.0,0,0.0,7,1750000.0,27,2,0,0,1,0,1.0
120,150.0,4,1.0,0,7.5,3,4850000.0,27,3,0,1,1,0,1.0
85,95.0,3,0.0,1,18.0,7,1250000.0,27,4,1,1,0,0,1.0
140,160.0,4,3.0,0,0.0,7,2950000.0,27,8,0,1,1,0,2.0
150,165.0,4,5.0,0,7.5,7,3250000.0,27,8,1,1,0,0,2.0
120,125.0,4,2.0,0,13.0,7,2150000.0,27,4,1,1,0,0,1.0
110,120.0,3,3.0,0,25.0,7,1700000.0,27,4,1,0,0,0,1.0
100,110.0,3,3.0,0,25.0,7,1700000.0,27,4,1,1,0,0,1.0
80,85.0,3,0.0,1,13.0,3,3650000.0,27,2,0,1,0,0,1.0
55,60.0,2,4.0,1,4.0,7,2200000.0,27,10,1,1,0,0,1.0
90,95.0,3,1.0,0,25.0,7,1210000.0,27,3,0,1,0,0,1.0
80,85.0,3,1.0,0,7.5,7,1750000.0,27,3,1,1,0,0,1.0
120,121.0,3,30.0,0,7.5,7,3000000.0,27,4,0,1,0,0,1.0
165,190.0,4,4.0,0,18.0,7,3850000.0,27,5,1,1,0,0,1.0
50,55.0,2,2.0,0,0.0,12,1600000.0,27,4,0,0,0,0,1.0
50,65.0,3,2.0,1,18.0,2,2650000.0,27,2,0,1,1,0,1.0
130,140.0,4,4.0,0,0.0,7,3990000.0,27,9,0,0,0,0,2.0
120,135.0,4,7.0,0,0.0,7,4990000.0,27,9,0,0,0,0,2.0
55,65.0,2,0.5,0,0.0,7,1260000.0,27,3,0,0,0,0,1.0
95,100.0,3,2.0,0,0.0,12,2400000.0,27,4,0,1,0,0,1.0
160,170.0,4,6.0,1,25.0,7,120000000.0,27,6,1,1,0,0,1.0
65,70.0,2,4.0,0,13.0,8,2150000.0,27,8,1,1,0,0,1.0
130,150.0,4,1.0,1,18.0,3,5100000.0,27,3,0,1,0,0,1.0
100,110.0,4,4.0,0,25.0,7,2350000.0,27,4,0,1,0,0,1.0
80,85.0,3,4.0,0,18.0,7,2050000.0,27,5,1,1,0,0,1.0
60,65.0,2,4.0,1,7.5,7,1750000.0,27,4,1,0,0,0,1.0
53,70.0,2,3.0,0,0.0,7,1500000.0,27,5,0,1,0,0,1.0
37,52.0,2,4.0,1,3.0,7,1850000.0,27,5,1,0,1,0,1.0
75,85.0,3,2.0,0,0.0,7,1425000.0,27,2,0,0,0,0,1.0
105,115.0,3,6.0,0,4.0,7,4150000.0,27,8,1,1,0,0,1.0
110,130.0,3,3.0,0,0.0,7,2400000.0,27,5,0,1,0,0,1.0
125,135.0,4,0.5,0,13.0,7,1900000.0,27,5,0,1,0,0,1.0
45,50.0,2,1.0,0,7.5,5,434000.0,27,5,0,1,1,0,1.0
95,100.0,4,2.0,0,0.0,7,3475000.0,27,3,0,1,1,0,2.0
80,85.0,3,2.0,0,0.0,7,2750000.0,27,3,0,1,1,0,1.0
45,50.0,2,1.0,0,0.0,7,1300000.0,27,2,0,1,1,0,1.0
70,80.0,3,0.5,0,0.0,7,2750000.0,27,5,0,1,1,0,1.0
140,170.0,4,4.0,0,18.0,10,1550000.0,27,4,0,1,1,0,1.0
90,95.0,3,2.0,0,18.0,7,1400000.0,27,3,0,1,0,0,1.0
50,55.0,2,6.0,1,2.0,7,1850000.0,27,6,1,1,0,0,1.0
135,150.0,4,1.0,0,0.0,7,4850000.0,27,9,0,0,0,0,2.0
38,47.0,2,3.0,0,0.0,7,1900000.0,27,7,0,1,1,0,1.0
70,75.0,3,0.0,0,4.0,3,2925000.0,27,2,0,1,0,0,1.0
90,95.0,3,3.0,0,0.0,7,2450000.0,27,3,0,0,1,0,1.0
167,180.0,5,4.0,0,13.0,7,3300000.0,27,4,1,0,0,0,1.0
70,75.0,3,3.0,1,1.0,7,2000000.0,27,4,0,0,0,0,1.0
55,65.0,2,0.0,0,7.5,8,440000.0,27,4,0,1,0,0,1.0
42,55.0,2,5.0,1,1.0,9,2300000.0,27,5,0,1,0,0,1.0
113,132.0,4,4.0,0,25.0,7,3000000.0,27,5,1,1,0,0,1.0
125,130.0,4,2.0,0,0.0,7,3750000.0,27,4,0,0,0,0,2.0
160,180.0,5,30.0,0,13.0,7,3525000.0,27,4,0,1,0,0,2.0
135,150.0,4,1.0,1,4.0,7,3150000.0,27,4,0,1,0,0,2.0
108,131.0,4,0.5,0,0.0,7,2310000.0,27,4,0,1,0,0,2.0
70,90.0,2,30.0,1,25.0,7,1350000.0,27,3,1,0,0,0,1.0
60,85.0,2,0.5,1,4.0,7,1610000.0,27,3,1,1,0,0,1.0
145,160.0,4,3.0,0,7.5,7,3850000.0,27,5,0,1,0,0,2.0
95,105.0,3,2.0,0,0.0,12,3650000.0,27,9,0,1,1,0,2.0
160,175.0,4,7.0,0,13.0,7,3000000.0,27,7,0,1,0,0,1.0
40,45.0,2,4.0,0,1.0,7,1550000.0,27,7,0,1,1,0,1.0
140,165.0,5,1.0,0,18.0,7,2750000.0,27,4,0,1,1,0,2.0
190,215.0,5,3.0,0,18.0,7,5000000.0,27,5,1,1,0,0,2.0
142,167.0,4,4.0,0,13.0,7,3750000.0,27,5,1,1,0,0,1.0
40,45.0,2,3.0,0,4.0,7,1760000.0,27,4,0,1,1,0,1.0
170,205.0,5,3.0,0,13.0,7,3850000.0,27,5,1,1,1,0,2.0
35,44.0,2,2.0,0,0.0,7,1650000.0,27,2,0,1,1,0,1.0
105,120.0,4,1.0,0,13.0,7,2250000.0,27,5,0,1,0,0,2.0
120,130.0,4,2.0,0,18.0,7,2000000.0,27,4,0,1,0,0,2.0
74,84.0,3,2.0,0,1.0,7,2600000.0,27,7,0,1,0,0,1.0
80,90.0,3,4.0,0,4.0,9,1999000.0,27,4,0,1,1,0,1.0
70,181.0,3,0.0,0,25.0,3,1360000.0,27,1,0,1,1,0,1.0
100,110.0,3,3.0,0,13.0,7,1825000.0,27,4,0,1,0,0,1.0
55,65.0,2,2.0,0,7.5,5,455000.0,27,5,0,1,1,0,1.0
40,50.0,2,2.0,0,0.0,7,1650000.0,27,3,0,1,1,0,1.0
80,90.0,3,2.0,0,7.5,7,585000.0,27,3,0,1,1,0,1.0
55,65.0,2,6.0,1,7.5,7,1800000.0,27,7,0,1,1,0,1.0
350,400.0,6,30.0,0,18.0,7,5000000.0,27,5,1,1,0,0,3.0
120,135.0,4,3.0,0,13.0,7,2000000.0,27,6,0,1,1,0,1.0
115,120.0,4,4.0,0,4.0,9,1450000.0,27,4,1,1,1,0,1.0
140,155.0,4,2.0,0,25.0,7,1260000.0,28,5,0,0,1,0,1.0
135,150.0,4,9.0,0,0.0,7,2075000.0,28,11,0,1,0,0,1.0
110,120.0,4,3.0,0,13.0,7,1175000.0,28,4,0,0,1,1,1.0
140,155.0,4,1.0,0,25.0,7,690000.0,28,4,1,0,0,0,1.0
70,90.0,2,1.0,1,3.0,7,1530000.0,28,5,0,0,1,0,1.0
105,115.0,3,8.0,0,0.0,7,1800000.0,28,8,0,1,0,1,1.0
80,90.0,3,0.0,0,2.0,9,1250000.0,28,4,0,1,1,0,1.0
210,230.0,5,2.0,0,4.0,7,2500000.0,28,5,1,0,0,0,2.0
135,150.0,4,3.0,0,0.0,7,2850000.0,28,5,0,1,0,0,2.0
117,130.0,4,-1.0,0,0.0,8,1300000.0,28,4,0,1,0,0,1.0
140,155.0,4,2.0,0,7.5,7,1350000.0,28,4,1,0,0,0,2.0
103,125.0,4,8.0,0,0.0,7,1620000.0,28,8,0,0,1,0,2.0
70,90.0,3,2.0,0,13.0,7,1150000.0,28,4,1,1,0,0,1.0
135,160.0,4,8.0,0,1.0,7,1725000.0,28,12,0,1,0,1,1.0
145,175.0,4,5.0,0,4.0,7,2190000.0,28,8,0,1,0,0,2.0
145,160.0,4,3.0,0,0.0,7,2200000.0,28,5,0,0,0,0,2.0
130,135.0,4,3.0,0,7.5,9,1125000.0,28,3,0,1,0,0,1.0
135,150.0,4,5.0,0,2.0,8,1950000.0,28,5,0,0,0,0,1.0
80,90.0,3,2.0,0,2.0,9,1300000.0,28,4,1,1,0,0,1.0
165,190.0,5,6.0,0,7.5,9,1920000.0,28,9,0,0,0,0,2.0
140,160.0,4,3.0,0,0.0,7,2050000.0,28,5,0,1,0,0,2.0
125,140.0,4,3.0,0,7.5,7,1300000.0,28,3,1,1,1,0,1.0
145,150.0,4,1.0,0,25.0,7,975000.0,28,5,0,1,1,0,1.0
155,170.0,4,3.0,0,0.0,7,2050000.0,28,5,0,1,0,0,2.0
130,150.0,4,2.0,0,25.0,7,750000.0,28,4,1,0,0,0,1.0
145,160.0,4,9.0,0,0.0,7,2000000.0,28,10,0,0,0,0,1.0
135,155.0,4,0.5,0,18.0,7,930000.0,28,3,0,1,1,0,1.0
125,135.0,4,3.0,0,7.5,7,1100000.0,28,4,1,0,1,1,1.0
130,160.0,4,8.0,0,0.0,7,1725000.0,28,12,0,0,0,0,1.0
105,115.0,4,1.0,0,2.0,8,1299900.0,28,4,1,0,0,0,1.0
120,140.0,4,1.0,0,0.0,7,2250000.0,28,2,0,0,0,1,1.0
75,90.0,3,3.0,0,13.0,7,915000.0,28,5,0,0,0,1,1.0
185,220.0,5,6.0,0,7.5,8,2825000.0,28,8,0,0,0,1,2.0
150,175.0,4,8.0,0,0.0,7,1645000.0,28,9,0,0,0,0,2.0
200,220.0,5,2.0,0,7.5,7,2200000.0,28,7,0,0,1,0,2.0
135,170.0,4,3.0,0,1.0,7,1745000.0,28,6,1,0,1,0,2.0
235,265.0,5,3.0,0,25.0,8,2000000.0,28,7,0,0,0,1,2.0
155,170.0,4,6.0,0,7.5,7,1850000.0,28,8,0,0,0,0,2.0
190,200.0,5,0.5,0,13.0,7,1850000.0,28,5,0,0,0,1,2.0
160,180.0,4,3.0,0,1.0,7,2300000.0,28,3,0,0,0,0,2.0
140,165.0,4,7.0,0,1.0,7,1930000.0,28,8,1,0,0,1,2.0
120,130.0,4,5.0,0,25.0,7,600000.0,28,5,0,1,1,0,1.0
125,138.0,4,3.0,0,2.0,8,1625000.0,28,5,1,0,0,0,2.0
160,175.0,4,3.0,0,7.5,7,1900000.0,28,7,0,1,0,0,2.0
160,175.0,4,3.0,0,18.0,7,1175000.0,28,5,1,1,0,0,1.0
200,215.0,5,6.0,0,0.0,7,3300000.0,28,7,0,1,0,0,2.0
115,130.0,4,1.0,0,0.0,9,1350000.0,28,4,0,0,0,0,1.0
150,165.0,4,2.0,0,0.0,7,2100000.0,28,5,0,1,0,0,2.0
105,125.0,3,4.0,0,2.0,9,1350000.0,28,4,0,0,0,1,1.0
40,55.0,2,2.0,0,0.0,7,1250000.0,28,4,0,0,0,0,1.0
170,210.0,4,18.0,0,2.0,9,3500000.0,28,3,1,1,1,0,2.0
280,320.0,6,2.0,0,13.0,9,3350000.0,28,8,0,0,1,0,2.0
160,180.0,4,7.0,0,0.0,7,2650000.0,28,8,0,0,1,0,2.0
150,167.0,4,1.0,0,0.0,7,2200000.0,28,9,0,0,1,0,2.0
205,220.0,5,7.0,0,0.0,9,3200000.0,28,7,0,1,0,0,2.0
170,190.0,5,3.0,0,0.0,9,2460000.0,28,8,0,1,1,0,2.0
170,190.0,5,8.0,0,0.0,9,2370000.0,28,8,0,1,1,0,2.0
115,130.0,4,0.5,0,7.5,7,1250000.0,28,3,0,1,0,0,1.0
107,115.0,4,5.0,0,25.0,7,750000.0,28,5,1,0,0,1,1.0
90,110.0,3,4.0,0,2.0,7,1400000.0,28,6,1,1,0,0,1.0
130,145.0,4,3.0,0,25.0,7,1050000.0,28,4,1,1,0,0,1.0
150,170.0,4,2.0,0,4.0,7,1650000.0,28,12,1,1,0,0,2.0
200,225.0,5,7.0,0,2.0,9,3600000.0,28,14,1,1,1,0,2.0
195,215.0,5,4.0,0,0.0,7,3100000.0,28,7,0,1,0,0,2.0
150,165.0,4,1.0,0,0.0,7,2700000.0,28,7,0,1,0,0,2.0
175,185.0,5,2.0,0,3.0,7,2550000.0,28,14,0,1,0,0,2.0
150,165.0,4,-1.0,0,13.0,7,1200000.0,28,4,0,1,0,0,1.0
210,235.0,5,6.0,0,0.0,9,3500000.0,28,10,0,1,0,0,2.0
115,130.0,4,5.0,0,1.0,9,1500000.0,28,6,0,1,0,0,1.0
110,120.0,4,4.0,0,25.0,11,670000.0,28,4,1,1,1,0,1.0
155,175.0,4,4.0,0,0.0,7,2150000.0,28,6,0,1,1,0,2.0
130,145.0,4,2.0,0,13.0,7,1300000.0,28,4,0,1,1,0,2.0
200,215.0,5,3.0,0,0.0,7,3400000.0,28,8,0,1,0,0,2.0
250,270.0,8,0.0,0,3.0,5,4250000.0,28,2,0,1,0,0,2.0
200,215.0,5,7.0,0,3.0,7,2500000.0,28,8,0,1,0,0,2.0
110,135.0,4,7.0,0,0.0,7,1800000.0,28,7,0,1,0,0,1.0
150,165.0,4,5.0,0,4.0,7,1800000.0,28,5,1,1,0,0,2.0
160,175.0,4,1.0,0,1.0,7,1850000.0,28,8,1,1,1,0,2.0
90,100.0,3,6.0,0,7.5,7,1200000.0,28,6,0,0,0,0,1.0
150,165.0,4,0.5,0,7.5,7,1400000.0,28,5,0,1,0,0,2.0
150,165.0,4,5.0,0,0.0,7,1950000.0,28,8,0,1,0,0,2.0
200,220.0,7,5.0,0,13.0,7,1750000.0,28,5,0,1,1,0,2.0
130,150.0,4,4.0,0,7.5,7,1250000.0,28,4,0,1,0,0,1.0
190,205.0,5,5.0,0,0.0,7,1950000.0,28,5,0,1,0,0,2.0
96,116.0,3,1.0,0,3.0,7,2125000.0,29,3,1,1,0,1,1.0
58,62.0,2,3.0,0,0.0,12,1480000.0,29,3,0,0,0,0,1.0
85,100.0,3,4.0,0,7.5,9,1250000.0,29,4,0,0,0,0,1.0
130,136.0,4,3.0,0,13.0,7,2200000.0,29,3,0,1,0,0,1.0
70,80.0,3,3.0,1,7.5,10,1450000.0,29,4,0,1,0,0,1.0
130,150.0,4,1.0,0,4.0,7,2150000.0,29,3,0,0,0,1,2.0
130,150.0,4,1.0,0,4.0,7,2150000.0,29,3,0,1,0,1,2.0
290,300.0,3,2.0,0,25.0,1,750000.0,29,2,0,1,1,0,1.0
150,160.0,4,3.0,0,7.5,7,2275000.0,29,3,0,1,0,0,2.0
160,170.0,4,1.0,0,13.0,7,1825000.0,30,5,0,1,1,0,2.0
135,145.0,4,4.0,0,13.0,9,1420000.0,30,6,1,1,0,0,2.0
115,130.0,4,-1.0,0,13.0,9,850000.0,30,5,0,0,1,0,1.0
170,185.0,5,4.0,0,0.0,9,2750000.0,30,7,0,0,0,0,2.0
135,145.0,4,-1.0,0,25.0,7,620000.0,30,6,1,0,0,0,1.0
135,145.0,4,-1.0,0,25.0,7,625000.0,30,4,0,0,0,0,1.0
210,240.0,5,4.0,0,7.5,7,1280000.0,30,9,0,0,1,0,2.0
160,190.0,5,2.0,0,0.0,9,2620000.0,30,7,0,0,0,0,2.0
110,120.0,4,1.0,1,25.0,9,850000.0,30,5,0,1,0,0,1.0
198,210.0,4,4.0,0,7.5,7,2025000.0,30,4,0,1,0,0,1.0
140,150.0,4,2.0,0,0.0,9,2050000.0,30,5,0,0,0,0,2.0
135,150.0,4,0.0,0,25.0,7,512000.0,30,5,0,0,0,0,1.0
170,200.0,5,6.0,0,13.0,7,1600000.0,30,7,0,1,0,0,1.0
165,180.0,5,2.0,0,0.0,8,2750000.0,30,7,0,0,1,0,2.0
170,180.0,4,9.0,0,18.0,7,1790000.0,30,9,0,1,0,0,2.0
175,195.0,5,3.0,0,13.0,9,1390000.0,30,7,0,0,1,0,2.0
135,150.0,4,1.0,0,25.0,7,1040000.0,30,4,1,0,1,0,1.0
125,140.0,4,5.0,0,4.0,9,1850000.0,30,8,1,1,1,1,2.0
160,180.0,4,1.0,0,13.0,9,1750000.0,30,7,1,0,0,0,2.0
230,280.0,6,5.0,0,13.0,7,2400000.0,30,6,0,0,1,0,3.0
140,155.0,4,4.0,0,0.0,8,1850000.0,30,8,0,0,0,0,2.0
160,180.0,4,7.0,0,0.0,9,2300000.0,30,7,0,0,0,0,2.0
150,190.0,4,2.0,0,0.0,9,3500000.0,30,8,0,0,1,0,2.0
